PN ID	GSC-II ID	RA	DEC	l	b	Epoch	dist	PA	Class
PB 9	N0232133214465	19:27:44.814	10:24:20.82	46.340	-3.195	1992.588	0.55	245.56	PHOT
PC 11	S2113212261	16:37:42.697	-55:42:26.49	331.136	-5.765	1990.780	4.77	279.57	ST
PC 12	S2230110156	16:43:53.781	-18:57:11.89	0.167	17.249	1991.584	73.87	301.67	ST
PC 13	S2222130133	16:50:17.108	-30:19:55.50	351.930	9.042	1997.326	2.26	285.47	PHOT
PC 14	S2110132259	17:06:14.767	-52:30:00.40	336.290	-6.991	1991.611	1.04	330.12	PHOT
PC 17	S2300021522	17:35:41.677	-46:59:48.54	343.567	-7.844	1996.680	5.34	238.97	PHOT
PC 19	N0200130223	18:24:44.524	02:29:28.10	32.110	7.074	1993.532	0.51	186.80	ST
PC 20	S300020040118	18:43:03.456	-00:16:37.02	31.731	1.738	1990.631	1.77	347.24	ST
PC 21	S303211210211	18:45:35.215	-20:34:58.32	13.849	-7.992	1996.686	3.85	120.90	PHOT
PC 22	N021110227558	19:42:03.514	13:50:37.33	51.050	-4.601	1992.436	5.59	288.39	PHOT
PC 23	N030132359878	19:51:52.770	32:59:17.48	68.744	3.077	1991.593	1.02	300.27	ST
PC 24	N0332323140577	20:19:38.133	27:00:11.23	66.914	-5.201	1992.719	2.70	341.81	ST
PHL 932	N3233311224	00:59:56.668	15:44:13.70	125.940	-47.085	1983.660	12.42	109.31	CS
PM 1-149		17:27:53.188	-22:57:21.68	2.927	6.566	0.000	6.74	71.14	PHOT
PM 1-188	S2202320108809	17:54:21.100	-15:55:51.78	12.221	4.923	1996.699	3.83	281.79	PHOT
PM 1-276	N023223119692	19:02:17.857	10:17:34.49	43.328	2.293	1987.412	11.10	159.52	PHOT
PM 1-295	N0230220148	19:19:18.760	17:11:48.09	51.363	1.814	1991.530	6.00	281.61	CS
PM 1-310	N0222003116162	19:38:52.135	25:05:32.63	60.479	1.591	1989.516	2.62	131.50	CS
PM 1-339	N012111319299	22:58:54.857	61:57:57.77	110.123	1.926	1991.672	27.81	236.44	PHOT
PM 1-89	S23020011886	15:19:08.724	-53:09:50.05	324.088	3.531	1992.552	1.71	101.65	PHOT
PP 40	N301022319349	05:40:53.333	35:42:22.29	173.712	2.703	1989.757	15.80	322.33	PHOT
PRMG 1	S33333116951	21:05:53.557	-37:08:40.26	6.074	-41.918	1994.732	23.68	358.64	ST
PRTM 1	S0300132383	05:03:01.729	-39:45:44.47	243.834	-37.109	1992.022	0.47	1.41	CS
Pe 1-1	S111321020136	10:38:27.607	-56:47:06.40	285.455	1.517	1997.107	52.13	50.57	PHOT
Pe 1-11	S3012100646	18:01:42.767	-33:15:26.30	358.011	-5.155	1996.683	8.85	346.31	PHOT
Pe 1-12	S301230221104	18:17:42.379	-28:17:13.80	4.044	-5.805	1996.697	6.29	220.46	PHOT
Pe 1-13	S303212313072	18:34:51.659	-22:43:16.97	10.802	-6.707	1996.686	6.13	201.02	PHOT
Pe 1-14		18:42:08.043	-6:40:55.31	25.928	-0.984	0.000	38.31	258.89	PHOT
Pe 1-15	S300222175025	18:46:24.485	-7:14:34.57	25.913	-2.184	1997.271	1.92	75.70	PHOT
Pe 1-16	S30022231728	18:47:32.251	-6:54:03.52	26.345	-2.278	1997.271	7.35	10.39	PHOT
Pe 1-17	S300220233943	18:47:48.799	-9:09:06.93	24.368	-3.361	1996.615	6.64	258.10	PHOT
Pe 1-18	S300222074800	18:48:46.454	-5:56:07.71	27.346	-2.112	1997.271	4.38	32.14	PHOT
Pe 1-19	S300222321119	18:49:44.643	-7:01:35.03	26.483	-2.823	1997.271	4.72	43.24	PHOT
Pe 1-2	S111331030708	10:39:32.690	-57:06:13.70	285.736	1.297	1997.107	6.99	302.94	PHOT
Pe 1-20	S300223082279	18:57:17.351	-5:59:51.79	28.252	-4.028	1996.708	11.24	350.76	PHOT
Pe 1-21	S300233233359	18:57:49.642	-5:27:39.73	28.792	-3.906	1996.708	6.13	67.68	PHOT
Pe 1-3	S11130122349	10:44:31.116	-61:39:38.47	288.464	-2.407	1997.123	3.98	135.22	PHOT
Pe 1-6	S2303123783	16:23:54.309	-46:42:15.28	336.221	1.973	1997.244	4.95	54.39	PHOT
Pe 1-7	S230313093875	16:30:25.852	-46:02:51.10	337.476	1.619	1997.244	2.22	265.05	PHOT
Pe 1-8	S23003031008	17:06:22.558	-44:13:09.96	342.956	-2.048	1997.321	3.80	124.23	PHOT
Pe 1-9		17:45:36.892	-23:02:26.62	5.038	3.069	0.000	0.41	71.41	GEO
Pe 2-10	S223100327979	17:53:37.193	-21:58:41.72	6.899	2.026	1996.680	6.56	280.74	PHOT
Pe 2-11	S22210209358	17:58:31.213	-27:37:05.37	2.583	-1.771	1996.697	0.36	93.99	ST
Pe 2-12	S301201010254	18:01:10.300	-27:38:19.88	2.857	-2.291	1996.697	9.10	229.43	ST
Pe 2-13	S301231127814	18:18:13.357	-25:38:08.93	6.452	-4.669	1996.697	6.12	110.73	PHOT
Pe 2-14	S303233046943	18:29:59.545	-19:40:37.74	13.010	-4.315	1996.686	0.38	291.49	PHOT
Pe 2-15	S300301027360	18:45:27.542	-6:56:57.43	26.067	-1.841	1997.271	0.74	129.89	PHOT
Pe 2-4	S1302012236	09:30:48.402	-53:09:59.33	275.519	-1.326	1991.118	2.95	46.47	PHOT
Pe 2-5	S111302312824	10:28:34.617	-59:03:23.36	285.484	-1.120	1997.000	81.87	125.14	ST
Pe 2-7	S111321321955	10:41:19.574	-56:09:16.34	285.493	2.247	1997.107	3.88	123.73	PHOT
Pe 2-8	S21110126869	15:23:42.860	-57:09:25.02	322.470	-0.178	1999.189	9.20	324.91	ST
PuWe 1	N2113101526	06:19:34.334	55:36:42.31	158.924	17.856	1990.063	0.40	313.88	CS
Pu 1		05:52:48.428	28:05:58.78	181.531	0.923	0.000	27.51	358.95	GEO
Pu 2	N301022210843	05:42:34.453	36:09:07.79	173.512	3.227	1989.757	2.56	206.15	CS
SaSt 1-1	S13302111844	08:31:42.877	-27:45:31.70	249.079	6.969	1991.260	1.30	232.02	ST
SaSt 2-12	S2113221120	17:03:02.870	-53:55:54.16	334.844	-7.464	1982.690	8.34	342.74	PHOT
SaSt 2-3	S1022233838	07:48:03.683	-14:07:40.40	232.021	5.726	1984.973	2.74	213.15	ST
SaSt 3-166	S303231090835	18:29:11.268	-17:27:12.90	14.901	-3.122	1996.708	1.32	94.13	PHOT
SaWe 2		17:27:00.197	-27:40:35.11	358.859	4.132	0.000	70.61	265.22	GEO
SaWe 3	S30323109124	18:26:04.276	-18:12:31.80	13.886	-2.814	1996.686	30.64	328.42	GEO
Sa 1-5	S230021128135	17:11:27.372	-47:25:01.58	340.908	-4.662	1997.321	0.79	358.54	PHOT
Sa 1-6	S3120121288	18:00:59.385	-52:44:20.14	340.483	-14.197	1998.537	1.95	226.18	PHOT
Sa 1-8	S303300148836	18:50:44.312	-13:31:02.18	20.781	-5.966	1996.699	0.12	194.16	PHOT
Sa 2-21	S13113101093	08:08:44.278	-19:14:03.13	238.991	7.346	1979.237	13.89	345.35	PHOT
Sa 2-230	S220231323946	17:42:02.007	-15:56:07.46	10.704	7.471	1996.680	12.32	115.13	PHOT
Sa 2-237	S220233027483	17:44:42.282	-15:45:11.45	11.194	7.014	1987.651	10.43	260.35	PHOT
Sa 3-134	S300112346729	18:29:19.823	-15:07:39.97	16.981	-2.077	1996.708	1.38	256.55	ST
Sa 3-151	S300212118036	18:58:51.712	-00:32:54.68	33.292	-1.902	1996.645	4.60	242.60	PHOT
Sa 3-92	S222121347605	17:54:52.062	-28:48:55.34	1.143	-1.676	1996.697	1.87	268.37	PHOT
Sa 4-1	N132012067	17:13:50.356	49:16:11.26	75.799	35.834	1996.209	42.90	216.33	PHOT
Sd 1	N03311014140	20:29:18.931	40:15:20.60	78.931	0.763	1992.493	2.42	321.75	PHOT
ShWi 2-1	S301212323640	18:02:25.805	-29:25:05.03	1.443	-3.408	1996.697	21.85	98.32	CS
ShWi 2-5	S301212153105	18:03:53.660	-29:51:21.89	1.216	-3.900	1996.697	7.42	122.68	ST
ShWi 2-7	S301212377829	18:05:05.640	-29:20:12.42	1.798	-3.875	1987.590	48.78	339.28	PHOT
Sh 1-89	N033102036312	21:14:07.628	47:46:22.17	89.840	-0.639	1990.697	119.58	197.62	PHOT
Sh 2-176	N311313337197	00:31:53.299	57:22:49.04	120.289	-5.391	1990.645	16.07	173.03	CS
Sh 2-68	N020012315205	18:24:58.446	00:51:36.51	30.675	6.279	1993.532	2.15	22.18	CS
Simeiz 22	N311302026110	01:30:33.186	58:24:50.23	128.050	-4.069	1989.670	177.33	163.39	CS
Sn 1	S221200187	16:21:04.421	-00:16:10.54	13.321	32.736	1994.428	0.54	148.00	ST
Sp 1	S230232312032	15:51:40.934	-51:31:28.39	329.080	1.957	1997.321	5.85	31.36	CS
Sp 3	S3120320334	18:07:15.793	-51:01:10.41	342.516	-14.313	1998.537	31.70	92.15	CS
Sp 4-1	N030010121500	19:00:26.523	38:21:07.09	68.787	14.804	1995.469	19.08	44.50	ST
StWr 2-21	S332212120161	19:14:23.333	-32:34:16.74	5.207	-18.690	1992.568	1.28	193.08	ST
StWr 4-10	S230303283879	16:02:13.042	-41:33:35.94	336.945	8.380	1998.458	4.65	356.96	ST
St 3-1	S1002330325	07:06:50.888	-3:05:09.50	217.439	2.015	1989.173	46.70	304.87	PHOT
Ste 2-1	S1302121433	10:11:57.662	-52:38:17.09	280.007	2.986	1992.164	2.48	43.60	ST
SuWt 2	S2122230582	13:55:43.227	-59:22:40.03	311.047	2.478	1985.090	16.55	93.34	CS
SuWt 3		16:44:24.126	-40:03:20.60	343.641	3.734	0.000	4.83	278.34	GEO
SwSt 1	S3012112588	18:16:12.237	-30:52:08.71	1.592	-6.717	1996.697	1.39	29.32	PHOT
TDC 1		18:44:53.389	-3:20:32.90	29.213	-0.069	0.000	1.09	123.30	PHOT
Tc 1	S2300002478	17:45:35.298	-46:05:23.81	345.239	-8.835	1983.280	4.15	49.13	PHOT
TeJu 19		17:25:23.651	-26:11:53.77	359.894	5.251	0.000	85.15	238.79	GEO
TeJu 8		17:12:33.640	-26:25:24.22	358.066	7.492	0.000	47.15	259.40	GEO
Te 1567	S222132229056	17:45:28.311	-25:38:10.41	2.802	1.748	1996.678	3.05	167.46	PHOT
Te 1580	S222132232283	17:43:39.442	-25:36:42.51	2.609	2.109	1996.678	2.60	162.45	PHOT
Te 2022	S22212239423	17:42:42.541	-29:51:34.65	358.883	0.057	1996.678	0.92	215.53	PHOT
Te 2111	S222103038943	17:48:28.465	-24:41:25.07	3.963	1.656	1996.678	4.19	204.00	PHOT
Te 2337		17:48:45.272	-26:43:28.80	2.252	0.554	0.000	5.53	109.98	GEO
Te 5	S222132213870	17:42:29.999	-25:45:27.06	2.348	2.255	1996.678	2.13	140.15	PHOT
Th 2-A	S2121102200	13:22:33.854	-63:21:00.96	306.415	-0.689	1999.123	8.47	51.55	PHOT
Th 3-1	S222220236654	17:05:44.520	-25:25:01.73	357.985	9.324	1990.551	66.11	24.33	PHOT
Th 3-10	S222333238182	17:24:40.846	-30:51:59.47	355.923	2.774	1997.321	10.90	307.04	PHOT
Th 3-11	S222333231556	17:24:26.387	-31:43:24.05	355.185	2.336	1997.321	6.35	14.30	ST
Th 3-12	S222331394277	17:25:06.093	-29:45:16.87	356.897	3.322	1997.321	5.17	67.51	ST
Th 3-13	S222331274553	17:25:19.341	-30:40:41.79	356.157	2.765	1997.321	6.26	248.41	ST
Th 3-14	S222111213330	17:25:44.060	-26:57:47.69	359.298	4.762	1997.326	3.62	94.89	ST
Th 3-15	S222111079771	17:27:10.676	-27:43:59.35	358.833	4.069	1997.321	29.17	212.35	PHOT
Th 3-16		17:27:24.479	-29:21:10.55	357.511	3.129	0.000	3.29	222.16	GEO
Th 3-19	S222302053022	17:28:41.787	-28:27:19.32	358.416	3.390	1997.321	0.04	0.00	ST
Th 3-23	S222331080030	17:30:21.340	-29:10:12.57	358.019	2.693	1996.678	49.35	38.59	ST
Th 3-24	S222331317076	17:30:51.354	-30:17:12.49	357.144	1.990	1996.678	1.89	148.54	PHOT
Th 3-25	S22211118997	17:30:46.716	-27:05:59.12	359.804	3.750	1996.678	3.00	340.22	ST
Th 3-26	S222111029580	17:31:09.297	-28:14:50.42	358.888	3.053	1996.678	10.29	176.83	PHOT
Th 3-27	S222132021437	17:35:58.467	-24:25:29.15	2.694	4.214	1996.678	52.36	178.91	PHOT
Th 3-3		17:17:20.531	-28:59:29.64	356.567	5.147	0.000	5.95	263.73	GEO
Th 3-32	S222130059029	17:35:15.533	-28:07:01.70	359.489	2.364	1996.678	6.56	217.66	PHOT
Th 3-33	S222130344236	17:35:48.123	-27:43:20.38	359.886	2.476	1996.678	25.13	308.89	PHOT
Th 3-35	S222130015630	17:38:42.168	-28:42:45.33	359.393	1.406	1996.678	0.59	164.50	ST
Th 3-4	S222333125928	17:18:51.920	-31:39:06.32	354.570	3.353	1997.321	3.85	83.70	ST
Th 3-55	S222331222847	17:30:58.838	-31:01:05.73	356.547	1.566	1996.678	3.80	240.69	ST
Th 3-6	S222333134394	17:19:20.212	-31:12:40.50	354.990	3.523	1997.321	7.91	32.12	ST
Th 4-1	S223103245327	17:46:20.804	-20:13:48.08	7.536	4.378	1996.680	8.95	226.89	ST
Th 4-10	S22020134957	17:57:06.599	-18:06:43.43	10.658	3.262	1983.535	0.62	45.72	ST
Th 4-11	S300102046569	18:00:08.820	-17:40:43.33	11.394	2.850	1983.535	14.10	14.68	ST
Th 4-2		17:46:09.813	-18:39:30.89	8.866	5.224	0.000	9.56	231.04	GEO
Th 4-3	S223100270631	17:48:37.390	-22:16:48.79	6.049	2.868	1996.678	3.92	262.55	PHOT
Th 4-6	S220203319168	17:50:57.220	-18:46:48.13	9.343	4.187	1987.336	2.25	18.37	ST
Th 4-7	S223100338903	17:52:22.569	-21:51:13.43	6.860	2.338	1996.680	0.60	333.69	PHOT
Th 4-9	S22020327847	17:56:00.589	-19:29:26.60	9.332	2.797	1996.680	77.07	324.19	ST
TrBr 4		17:35:43.453	-30:21:26.42	357.657	1.070	0.000	3.63	135.34	GEO
Trz 41	S222113115167	17:20:21.965	-24:51:52.23	0.368	6.937	1997.326	3.58	103.92	PHOT
V-V 3-5	S303233125	18:36:32.291	-19:19:28.01	14.030	-5.528	1996.686	8.82	274.67	PHOT
V-V 3-6	S303233348570	18:37:11.091	-19:02:21.54	14.355	-5.535	1996.686	0.62	138.21	ST
VBRC 1		08:30:54.197	-38:18:06.98	257.532	0.634	0.000	5.80	203.55	GEO
VBRC 5		13:44:00.031	-60:49:46.86	309.297	1.391	0.000	9.02	315.74	GEO
VBRC 6	S212203156352	14:41:35.992	-56:15:13.74	317.844	3.396	1993.534	7.47	343.00	CS
VBRC 7		15:54:50.906	-51:22:35.21	329.556	1.759	0.000	182.22	113.06	CS
VBe 3		15:52:59.209	-56:24:27.19	326.143	-1.948	0.000	32.58	351.07	GEO
VY 2-1	S3012230763	18:27:59.603	-26:06:48.29	7.043	-6.840	1996.697	7.75	353.71	PHOT
Vd 1-1	S230323338014	16:42:33.429	-38:54:31.83	344.278	4.753	1997.326	4.44	3.16	ST
Vd 1-2	S230323350631	16:46:45.141	-38:36:58.10	345.035	4.322	1997.249	1.28	85.44	PHOT
Vd 1-3	S230323122803	16:49:32.867	-39:21:08.95	344.819	3.432	1997.249	1.73	206.72	PHOT
Vd 1-4	S230323129093	16:50:25.324	-39:08:18.87	345.092	3.439	1997.249	1.70	87.34	ST
Vd 1-5	S230322134678	16:51:33.575	-40:02:56.01	344.529	2.690	1997.249	6.31	225.97	PHOT
Vd 1-6		16:54:27.327	-38:44:11.23	345.902	3.086	0.000	4.83	311.96	GEO
Vd 1-8	S23001037661	17:04:33.773	-37:53:14.88	347.795	2.051	1997.249	4.29	68.31	ST
Ve 26	S13313135471	08:43:28.087	-46:06:39.72	265.160	-2.229	1994.173	116.67	200.64	PHOT
Vo 1	S1103103514	06:59:26.405	-79:38:47.20	291.377	-26.294	1992.984	2.66	87.74	ST
Vo 2	S133120026	08:16:10.000	-39:51:50.67	257.171	-2.604	1991.101	1.17	100.87	PHOT
Vo 3		08:42:16.561	-40:44:10.57	260.796	0.917	0.000	7.31	301.05	GEO
Vo 4	S212223117629	13:53:23.072	-60:33:47.40	310.476	1.398	1994.186	4.88	157.05	PHOT
Vy 1-1	N311023078	00:18:42.167	53:52:20.03	118.063	-8.690	1990.719	23.31	324.87	PHOT
Vy 1-2	N1012320156	17:54:22.994	27:59:57.99	53.356	24.059	1991.368	2.23	351.81	ST
Vy 1-4	S30022221700	18:54:01.899	-6:26:19.81	27.490	-3.505	1996.708	0.51	161.25	PHOT
Vy 2-2	N0232130640	19:24:22.229	09:53:56.66	45.500	-2.703	1992.588	4.66	246.40	PHOT
Vy 2-3	N0320323796	23:22:57.952	46:53:58.24	107.603	-13.322	1989.677	1.18	165.95	ST
WeSb 1		01:00:53.311	55:03:47.89	124.299	-7.784	0.000	10.47	153.75	GEO
WeSb 2		06:16:11.347	28:22:10.97	183.814	5.549	0.000	7.80	222.19	GEO
WeSb 3	N020000135031	18:06:00.766	00:22:38.57	28.041	10.268	1990.560	1.89	187.30	CS
WeSb 4		18:50:40.302	-1:03:11.16	31.909	-0.309	0.000	2.81	205.92	GEO
WeSb 5	N03120124059	20:01:42.024	19:54:40.60	58.690	-5.581	1991.688	0.80	6.07	CS
We 1-1		00:38:54.178	66:23:48.63	121.677	3.555	0.000	8.64	201.53	GEO
We 1-10	N030202066853	20:31:52.384	48:52:49.85	86.192	5.460	1989.652	9.41	161.93	CS
We 1-11		21:10:52.425	50:47:14.43	91.667	1.817	0.000	7.46	175.26	GEO
We 1-3	N332022012976	04:54:30.984	42:16:40.90	163.155	-0.849	1989.746	7.05	125.63	CS
We 1-4		06:14:33.716	07:34:29.87	201.959	-4.660	0.000	2.82	329.57	GEO
We 1-5	S10031239963	06:41:34.590	-5:02:34.89	216.309	-4.486	1985.055	5.00	202.85	CS
We 1-6	S103130310748	07:17:26.018	-10:10:37.68	224.944	1.064	1985.953	2.66	169.77	PHOT
We 1-7		18:44:06.233	-12:12:57.15	21.218	-3.936	0.000	17.58	93.39	GEO
We 1-9		20:09:04.958	26:26:54.13	65.148	-3.539	0.000	6.35	261.58	GEO
We 2-245		21:18:07.430	43:48:45.87	87.474	-3.892	0.000	7.48	214.38	GEO
We 2-34	N22013312181	07:00:28.403	04:20:30.36	210.092	3.985	1990.881	17.54	322.56	GEO
We 2-5		01:42:38.000	60:09:44.52	129.266	-2.079	0.000	21.81	3.53	GEO
We 3-1	N02311214792	18:34:02.307	14:49:10.16	44.324	10.480	1990.472	8.74	19.69	GEO
WhMe 1	N0233300543	19:14:59.755	17:22:46.01	51.045	2.812	1991.530	3.85	65.65	ST
Wray 16-120		12:45:54.930	-60:20:17.45	302.250	2.526	0.000	2.76	3.08	GEO
Wray 16-121		12:48:30.564	-63:50:01.79	302.610	-0.964	0.000	6.33	33.34	GEO
Wray 16-122	S212333118863	13:00:41.215	-56:53:40.19	304.203	5.955	1987.461	11.99	7.26	CS
Wray 16-128	S2123320283	13:24:21.922	-57:31:19.29	307.360	5.067	1999.121	2.12	253.32	PHOT
Wray 16-189	S23023329074	15:51:19.819	-48:26:06.93	330.987	4.391	1997.321	3.59	9.74	PHOT
Wray 16-199	S23023031659	16:00:22.002	-48:15:35.29	332.253	3.560	1997.321	0.80	308.87	PHOT
Wray 16-20		08:23:40.690	-43:12:47.13	260.734	-3.334	0.000	4.46	314.72	GEO
Wray 16-22	S13332231343	08:36:16.651	-35:15:03.28	255.719	3.315	1998.323	48.26	184.38	PHOT
Wray 16-266	S2110302941	17:22:36.947	-52:46:34.45	337.498	-9.185	1998.460	4.02	349.98	PHOT
Wray 16-278	S23000309804	17:30:03.860	-45:22:50.66	344.417	-6.156	1997.321	1.90	56.15	ST
Wray 16-286	S222030138385	17:33:00.666	-36:43:52.54	351.994	-1.911	1996.645	1.76	248.14	PHOT
Wray 16-363	S30121313347	18:04:44.087	-31:02:48.16	0.262	-4.638	1996.697	2.73	144.66	PHOT
Wray 16-385	S301003325129	18:12:52.910	-41:30:26.62	351.705	-10.987	1996.615	0.58	282.74	ST
Wray 16-411	S301001063351	18:26:41.781	-40:29:52.52	353.790	-12.897	1996.615	3.05	295.75	PHOT
Wray 16-423	S3322123164	19:22:10.625	-31:30:38.66	6.873	-19.864	1992.407	1.13	183.23	ST
Wray 16-93	S111211221240	11:30:48.339	-59:17:04.63	292.789	1.990	1997.126	2.78	70.25	PHOT
Wray 17-1	S132322110782	07:14:49.357	-46:57:39.66	258.070	-15.748	1994.929	20.71	317.48	CS
Wray 17-107		18:04:05.438	-28:27:50.90	2.454	-3.258	0.000	11.70	248.96	GEO
Wray 17-18		08:23:53.825	-45:31:10.70	262.654	-4.619	0.000	1.72	297.70	GEO
Wray 17-20		08:34:27.487	-46:25:33.75	264.465	-3.657	0.000	15.16	109.45	GEO
Wray 17-31	S111103072559	09:31:20.485	-56:17:39.39	277.715	-3.556	1998.458	55.42	91.78	CS
Wray 17-40	S113210321572	10:06:59.570	-64:21:49.99	286.280	-6.949	1997.107	26.27	277.86	PHOT
Wray 17-59	S213121322581	13:19:29.925	-66:09:07.25	305.769	-3.435	1997.096	2.45	115.29	PHOT
Y-C 2-5	S1311022232	08:10:41.628	-20:31:32.16	240.338	7.045	1995.090	1.29	130.17	PHOT
YM 16		18:54:57.304	06:02:31.06	38.713	1.972	0.000	11.94	324.57	GEO

